20201118,工业园区,湖西CBD,高楼层采光无遮挡，视野开阔，三房朝南，精装保养好新上,858万,高楼层(共27层)                                                3室2厅 | 155.85平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_2kURVgTCe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域东区 一二楼复式带大露台  带租约出售,3000万,低楼层(共12层)                                                5室2厅 | 437.49平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/1a4e0925-b4d8-489e-9d5e-6e6887745b9e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188  湖西CBD 户型方正 高层采光佳 诚意出售,532万,低楼层(共56层)                                                1室1厅 | 84平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/a955892d-2d01-429d-a51a-0386a935f982.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,二次精装修，业主自住保养好，复式带露台，改善四房。,698万,高楼层(共5层)                                                4室2厅 | 136平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/8c5af678-d1b5-4667-9bc1-71a63b9eac84.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,师惠精装大复式  品质小区近星海本部 诚意出售,888万,中楼层(共11层)                                                3室2厅 | 148.84平米                                  | 南 北,https://ke-image.ljcdn.com/hdic-frame/989fc50e-142c-442d-a78d-d6109b7bc5ba.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门 3室2厅 西北,950万,低楼层(共82层)                                                3室2厅 | 203.33平米                                  | 西北,https://ke-image.ljcdn.com/hdic-frame/prod-7e0198be-e670-4700-844c-ca870ec10b65.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中茵皇冠高层湖景房诚意出售1房湖景好位置佳,640万,高楼层(共18层)                                                1室1厅 | 93平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20161224/35dd960e-e4da-4f43-b1c5-09ac0c66a73d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,馨都广场 2室2厅 南,560万,高楼层(共6层)                                                2室2厅 | 76平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/31753bd8-07a6-405e-83b4-4ca85a67cb86.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,馨湖园 精装修 100万  湖景3房 满2年 星海,895万,中楼层(共27层)                                                3室2厅 | 143平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/test-563c25fc-203e-4d5e-a8d8-7b482381f9d6.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西CBD板块总价低，挂星海的看过来,500万,低楼层(共47层)                                                1室1厅 | 58.24平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/20f2dd9b-ce6c-405a-9653-7da1b209bdc5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域东区大四房 统装保养赞 高楼层 事业开阔,1615万,高楼层(共22层)                                                4室2厅 | 208平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/7f7433f28a7bc86e609902ac6f65dff7-093.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,户型方正，湖景房，大开间，精装修,920万,中楼层(共82层)                                                2室1厅 | 180.19平米                                  | 北,https://ke-image.ljcdn.com/hdic-frame/prod-b8f2a125-ee20-4a05-a14d-9c2f1fc6d326.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188 2室1厅 西,550万,低楼层(共56层)                                                2室1厅 | 90.11平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/07fc13b3-b0ab-47df-9632-7564f55a3e6f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,映象花苑 精装大2房  三开间朝南,650万,高楼层(共24层)                                                2室2厅 | 92平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/11e2f702-c6ed-4215-b792-e295d6efaf19.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,凤凰高区南向正气2房，明年可报名，马上满五,550万,高楼层(共36层)                                                2室2厅 | 109.83平米                                  | 南 东南,https://ke-image.ljcdn.com/hdic-frame/cc352a22-127c-45c3-84fa-71f4d0161c65.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中茵皇冠国际 1室2厅 南,635万,中楼层(共18层)                                                1室2厅 | 93.49平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/14125d8d-6b2e-46bc-9b5e-0d920ce4f9fa.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园西区 3室1厅 南 北,529万,低楼层(共6层)                                                3室1厅 | 99平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/prod-0e1f4832-2b6f-43f5-a940-6b16724bf2d0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西高档小区三房，开发商统一精装，保养很赞,918万,低楼层(共23层)                                                3室2厅 | 153.14平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/6d868724-c8c2-4c37-bcb0-dda9b652fb37.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,此房满5年唯一，只交契税。户型2南1北，带有自行车库,578万,低楼层(共5层)                                                3室2厅 | 117.51平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/10883431-17af-44c2-ba0f-3f35d26f80b0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城湖滨公寓 精装修3房出售 位置安静采光好,695万,中楼层(共10层)                                                3室2厅 | 132.31平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/fb3dd7c5-7ada-402e-ab8a-076e270c72ab.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中茵 新装修三房  保养好有地暖 业主诚意出售,1198万,低楼层(共16层)                                                3室2厅 | 192平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/standard_cae4eb78-d0d1-4d3d-b70c-0d9fce75d25f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州凤凰书城 文化底蕴 学习加持 朝南户型 生活优选,410万,高楼层(共36层)                                                1室1厅 | 72.6平米                                  | 东南,https://ke-image.ljcdn.com/320500-frame/rsp_pic_upload466f57c0-0674-4099-a7e5-021268b4f8ea.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,正朝东全湖景 高层视野开阔 带车位带大阳台带租约,505万,高楼层(共28层)                                                1室2厅 | 101平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/prod-78bd031d-aab1-402e-b011-67b4e1ff064e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏悦精装一房公寓诚意出售，地段位置,548万,高楼层(共41层)                                                1室1厅 | 67.37平米                                  | 南 西,https://ke-image.ljcdn.com/hdic-frame/prod-9b9d7d9c-fd2d-45b8-b225-55cc1cfb5588.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188精装修大一室朝南户型业主诚意出售,560万,低楼层(共56层)                                                1室1厅 | 83.77平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/00ec15d1-11c3-4a2f-9e4e-9a56ee45b469.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域三期次顶楼   精装修拎包入住  湖景效果很棒,1330万,高楼层(共33层)                                                3室2厅 | 164.76平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=2020111717171127
20201118,工业园区,湖西CBD,环球188精装大一室XH未用带租约诚意出售,598万,低楼层(共56层)                                                1室2厅 | 105平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/60fb2a4d-5ecf-418b-a442-438cf19169ed.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188 1室1厅 南,550万,中楼层(共56层)                                                1室1厅 | 85.49平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/prod-b07a684d-3989-4e87-bf58-c2ada1af2237.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门 全湖景 朝南 湖西CBD 标志性建筑,460万,高楼层(共67层)                                                1室0厅 | 95.64平米                                  | 东,https://ke-image.ljcdn.com/320500-frame/05432fc3-3f14-41cf-a87d-dfa6a6492080.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,宽敞舒适套房，东南向景观房，烫金DI段,628.8万,中楼层(共56层)                                                1室2厅 | 103.2平米                                  | 东南,https://ke-image.ljcdn.com/hdic-frame/fb7e3e3d-6128-4883-9f55-76d25367fd0f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中间楼层 视野无遮挡 带稳定租约,420万,低楼层(共36层)                                                1室1厅 | 76.17平米                                  | 西北,https://ke-image.ljcdn.com/hdic-frame/8658e0ff-1b8d-4e9a-af36-7ad12d164338.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园东区电梯四房，四开间朝南，户型方正,890万,低楼层(共9层)                                                4室2厅 | 165平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/df2c50a3-046b-40e0-88b3-a954a0782ff4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城花园中间位置罕见3+1房，小高层的凤凰楼层。,830万,高楼层(共10层)                                                3室1厅 | 143.52平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/rsp_pic_upload21edda95-3942-4db2-be90-e98674ecf438.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域二期高层 三房朝南 保养好 带稳定租约,850万,高楼层(共23层)                                                3室2厅 | 141平米                                  | 南 西,https://ke-image.ljcdn.com/hdic-frame/prod-7f94206e-1ce4-4df8-9c6a-2fa8b642af84.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小区中间位置，大四房，全新二次装修，70平露天大花园,1550万,低楼层(共10层)                                                4室2厅 | 220.14平米                                  | 南 北,https://ke-image.ljcdn.com/hdic-frame/standard_6fd8a2eb-50ac-4c0e-8711-67850da5006f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,xue位可用 业主诚意出售 保养很好 有地暖户型方正,920万,高楼层(共17层)                                                4室2厅 | 154平米                                  | 南 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=2020111717171127
20201118,工业园区,湖西CBD,湖左岸 湖西 高层电梯房 精装两房两厅 满五年,640万,中楼层(共31层)                                                2室2厅 | 100平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/b5ba2a1f-93bf-445d-b4d3-d110fd9f694a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏悦湖景两房，品质高，装修好，离学效近,690万,中楼层(共41层)                                                2室1厅 | 113平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/e81536b0-39c9-42dc-abc8-52f7186dee63.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,双星海 满五年诚意出售 三开间朝南 带车位,709万,低楼层(共29层)                                                2室2厅 | 97.47平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/571a98d6-8926-4a42-8877-cc19597d3423.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海低总价房源，业主诚意出售房屋,450万,高楼层(共6层)                                                2室2厅 | 70.99平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/33aea87f-d265-4b42-905d-c5431bd779fb.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域花园两房，户型方正，业主自住保养好，诚意出售,664万,中楼层(共24层)                                                2室2厅 | 115.61平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/0f7a4735-6569-4e8f-b88f-6077d8a41a17.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西CBD   品质一房   全新未住人,615万,低楼层(共62层)                                                1室1厅 | 86平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/mmexport1602219766918___531276a97dc58e068486acfcf6d18384.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,临湖大宅 地铁就在楼下 配套齐全，装修保养好,749万,中楼层(共47层)                                                2室2厅 | 128平米                                  | 西南,https://ke-image.ljcdn.com/hdic-frame/647b69c7-386c-4145-9adb-bb6a22c816eb.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,低楼层小三房，得房率高，户型好，星海随时，中间位置,674万,中楼层(共5层)                                                3室2厅 | 109.88平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/9fb7f824-5737-4015-bf39-12b0346821b5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门北楼公寓，可注册公司。,775万,中楼层(共67层)                                                2室2厅 | 169平米                                  | 西北,https://ke-image.ljcdn.com/hdic-frame/656f18eb-998e-434b-bc1a-231efe7f9f98.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,品质一房  总价低  价格到位  随时签约,630万,中楼层(共62层)                                                1室1厅 | 86平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/2A05B5010EC54692849BB14A11D7DC5E___f59874e8bfd968d8ef5447c2a95c79e2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域三期Xi有户型 二楼带大露台 经典3+1房 保养好,1400万,低楼层(共33层)                                                4室2厅 | 217平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/980a7be3-a204-47e3-95f7-05dd41258b70.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园顶楼复式，带阁楼 精装洋房,1125万,高楼层(共4层)                                                5室2厅 | 200平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/077b98b1-6720-477a-9624-b38dff8cd137.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域花园 户型方正 小区中间位置 诚意出售,970万,中楼层(共13层)                                                3室2厅 | 176平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/1c09100d-aac9-43a0-bb19-7025bfa24fb2.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏悦    一房    经典朝南户型,559万,高楼层(共41层)                                                1室1厅 | 71.56平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/51067b1d-fe18-47cf-82ef-537ab218acc7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,电梯两房 自住装修，保养好 诚意出售,690万,中楼层(共27层)                                                2室2厅 | 115平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/c70e99a2-96d2-4c9e-9504-e9c27f7f381e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园东区 3室2厅 南,660万,中楼层(共5层)                                                3室2厅 | 110.48平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/f16452ef-5662-405e-8909-7989e5bf1b8d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域二期小高层3+1房 精装修带地暖 中高楼层 诚意出售,999万,中楼层(共11层)                                                3室2厅 | 171.15平米                                  | 南 北,https://ke-image.ljcdn.com/hdic-frame/9f54a348-c300-44dd-bfc5-89e7b2888849.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域三期，高层，看湖景，视野棒，3+1房,1200万,高楼层(共33层)                                                3室2厅 | 164.8平米                                  | 南 北,https://ke-image.ljcdn.com/320500-frame/91fba959-60f3-450a-8c44-8e53aa4425b4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,户型好，楼层好，视野宽阔，采光充足，配套设施齐,1378万,高楼层(共56层)                                                3室2厅 | 260平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/0906063f-d0fe-428c-ada6-0837c0d8fd7c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,香樟公寓方正三房，精装修，保养好,560万,低楼层(共11层)                                                3室2厅 | 141.99平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_lHJYAEzLM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门，精装1房，拎包入住，满2,970万,中楼层(共82层)                                                1室2厅 | 148.77平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/1912596a-db2e-4e82-afdf-d4efacfcbb62.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西地段好 满两年省增值税 精装保养好,500万,低楼层(共36层)                                                2室2厅 | 105.76平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/74501942-fe4d-46a5-a883-2964a8dca3b6.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,铂金公寓 2室2厅 南,570万,高楼层(共24层)                                                2室2厅 | 109平米                                  | 南,https://ke-image.ljcdn.com/320500-frame/rsp_pic_uploadd16f9515-ce35-45d7-97b4-c6beb1147d82.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,此房满五唯一。视野广阔。采光充足配套设施,699万,低楼层(共33层)                                                2室2厅 | 102.92平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/dd616b08-d687-4b0f-89fc-44fde9423a2e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海两房，业主急售，交通便利，小区安逸。,530万,低楼层(共6层)                                                2室2厅 | 70.6平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/prod-c61e5e59-bf33-4620-ad8f-aaddc4bcecff.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球精装一房，可看湖景，中间楼层,590万,中楼层(共56层)                                                1室2厅 | 103.2平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/fb7e3e3d-6128-4883-9f55-76d25367fd0f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西CBD宏海大厦，精装时尚公寓，可居住可注册公司,150万,高楼层(共36层)                                                1室1厅 | 60.87平米                                  | 北,https://ke-image.ljcdn.com/hdic-frame/e00a82f5-4fdb-49ca-a63d-e0a18779532b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,业主诚意出售 XQ未用 户型好实用面积大 看房方便,595万,高楼层(共24层)                                                3室2厅 | 146.3平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/bd1356c1-1715-4570-8c5f-2a9f5f6b15c4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海 精装房 视野开阔 采光好 落地大飘窗,565万,低楼层(共56层)                                                1室1厅 | 84平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/94f39124-6353-49f5-bf4a-cf147d1d6d41.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖左岸三房满五不唯一,带地暖,装修好,816万,中楼层(共24层)                                                3室2厅 | 145平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/d96382c3-2e97-4802-b33f-1bab712e5233.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西电梯两房 诚意出售 星港可用 高楼层 全天采光,349万,高楼层(共11层)                                                2室2厅 | 85平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/cc69a8fd-e061-4c74-90cd-c6c2b0b6d708.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,金鸡湖边 纯墅区 独栋别墅 错过难再有,3000万,低楼层(共1层)                                                5室3厅 | 323平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/8011d9e723ab2f5079e2c9f149d8246d-047.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满两年 精装修 距离School 1000米左右 地铁口交通便利,560万,中楼层(共41层)                                                1室1厅 | 68平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/51067b1d-fe18-47cf-82ef-537ab218acc7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,园区湖西师惠花苑精装三房星海双本部未用诚意出售,890万,中楼层(共11层)                                                3室2厅 | 134.69平米                                  | 南 北,https://ke-image.ljcdn.com/hdic-frame/83ecbb04-a2be-4b21-9ff0-cd8363b015b3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖左岸一期正四房四开间朝南，实用面积大,1116万,中楼层(共31层)                                                4室2厅 | 191.02平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/63cfbcab-4da8-423d-a167-6249d4a014f3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,师惠花苑 3室2厅 南,900万,中楼层(共24层)                                                3室2厅 | 179平米                                  | 南,https://ke-image.ljcdn.com/320500-frame/rsp_pic_upload0a7b55a9-4778-4175-9c81-756a58e841b1.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,观湖西南朝向，户型方正，俯瞰金鸡湖李公堤，湖西CBD,1370万,中楼层(共82层)                                                3室2厅 | 246.26平米                                  | 西南,https://ke-image.ljcdn.com/hdic-frame/c30259fe-8756-4795-a3b7-a11b4cc20d29.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,董事汇云尚公馆 1室2厅 西,528万,高楼层(共28层)                                                1室2厅 | 101.07平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/c156afb5-5a21-4e8c-8590-de4ac00508bf.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188 2室2厅 东,650万,高楼层(共56层)                                                2室2厅 | 124.6平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/68a42d24-733a-4711-b143-2e598fc0f330.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,三开间朝南 合理布局 采光充足 诚意出售 价格可谈,653万,低楼层(共29层)                                                2室2厅 | 105.05平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/7804f9e1-cce1-4a13-b00c-3b409756a634.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,此房满五年 没有增值税 星海 看房方便,765万,低楼层(共5层)                                                3室2厅 | 119平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/2fcb913c-4b2b-4fed-a32f-642f1dd2f8ee.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海空中别墅7房3厅3卫，二层挑高5米，附带80平露台,916万,高楼层(共6层)                                                7室3厅 | 227平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/af70923671ac7e3ce073cb31e9a38dd2-070.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,金鸡湖边春晓独栋急售，中间位置环R花园带地下室,4250万,低楼层(共1层)                                                5室2厅 | 427平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/9f9d57fd-f65d-4c9f-9545-3a51eb4f65c5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新加花园 3室2厅 南,655万,中楼层(共5层)                                                3室2厅 | 117平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/574292ea-a35d-4723-9d63-696e79684217.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门精装修从未入住，诚意出售，看房随时,1000万,低楼层(共82层)                                                2室2厅 | 205.87平米                                  | 西,https://ke-image.ljcdn.com/320500-inspection/rsp_pic_upload3d176157-5f97-4930-9ff2-5c393b8484af.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,70年公寓，双星海，开发商统一装修，交通便利,800万,高楼层(共41层)                                                2室2厅 | 108平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/6e70717b-67cd-455c-9c8f-8741893d7b7e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新城花园 房东诚意出售  低楼层 商圈成熟 出行方便,430万,低楼层(共5层)                                                3室2厅 | 97.2平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/4336822d-da61-4de8-b986-8675342fc5ab.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,铂金公寓 精装复式两房 自住保养好 看房提前联系,520万,中楼层(共24层)                                                2室2厅 | 116平米                                  | 南,https://ke-image.ljcdn.com/320500-frame/a91bb9ae-c740-4f11-9446-63f9b5812bd7.jpg_600x450.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188 2室2厅 南,680万,中楼层(共56层)                                                2室2厅 | 109.39平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20171013/a7b320a6-2e23-4598-ad7d-dd7eba7e69e6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,3加1户型，未用房东诚心出售看房随时,850万,低楼层(共26层)                                                4室2厅 | 166平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/1038b168-1a59-4f3e-be0d-d5d1555331c2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域东区新3+1户型，高楼层，好视野，星湾,980万,高楼层(共23层)                                                3室2厅 | 167平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/d1c54c2f-c1b7-49c1-a7d3-430058aabf74.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188朝南一房满五唯一带租约XH可用业主诚意出售,543万,低楼层(共56层)                                                1室1厅 | 84平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/94f39124-6353-49f5-bf4a-cf147d1d6d41.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海经典小户，总价低，交通便利，随时看房,448万,高楼层(共24层)                                                1室1厅 | 75平米                                  | 西南,https://ke-image.ljcdn.com/320500-frame/d9f6e02a-3517-4d08-981d-ae52e0b9bc27.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城花园 好位置 好楼层 精装四房,950万,中楼层(共17层)                                                4室2厅 | 157.7平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/e6cd8428-698e-4dd1-8247-744051cae343.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,凤凰文化广场精装三房，拎包入住,620万,高楼层(共36层)                                                3室2厅 | 143.95平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/158ab095-71b3-4a60-b9d2-364143876286.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域之星，好位置，好楼层，保养好，诚意出售,1550万,低楼层(共10层)                                                4室2厅 | 220.95平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_blBoal390_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
